,geneSymbol,geneSymbol_link,map_loc,chromosome,synonyms,summary
170,MGP001841,http://www.genenames.org/cgi-bin/gene_symbol_report?match=LTA4H,12q22,12,,
171,MGP001845,http://www.genenames.org/cgi-bin/gene_symbol_report?match=LTC4S,5q35,5,,"The MAPEG (Membrane Associated Proteins in Eicosanoid and Glutathione metabolism) family includes a number of human proteins, several of which are involved the production of leukotrienes. This gene encodes an enzyme that catalyzes the first step in the biosynthesis of cysteinyl leukotrienes, potent biological compounds derived from arachidonic acid. Leukotrienes have been implicated as mediators of anaphylaxis and inflammatory conditions such as human bronchial asthma. This protein localizes to the nuclear envelope and adjacent endoplasmic reticulum. [provided by RefSeq, Jul 2008]"
172,MGP007281,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PLA2G4B,15q11.2-q21.3,15,HsT16992; cPLA2-beta;,"This gene encodes a member of the cytosolic phospholipase A2 protein family. Phospholipase A2 enzymes hydrolyze the sn-2 bond of phospholipids, releasing lysophospholipids and fatty acids. This enzyme may be associated with mitochondria and early endosomes. Most tissues also express read-through transcripts from the upstream gene into this gene, some of which may encode fusion proteins combining the N-terminus of the upstream gene including its JmjC domain with the almost complete coding region of this gene, including the C2 and cytoplasmic phospholipase A2 domains. [provided by RefSeq, Jul 2008]"
173,MGP002513,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PTGDS,9q34.2-q34.3,9,PDS; PGD2; PGDS; LPGDS; PGDS2; L-PGDS;,"The protein encoded by this gene is a glutathione-independent prostaglandin D synthase that catalyzes the conversion of prostaglandin H2 (PGH2) to postaglandin D2 (PGD2). PGD2 functions as a neuromodulator as well as a trophic factor in the central nervous system. PGD2 is also involved in smooth muscle contraction/relaxation and is a potent inhibitor of platelet aggregation. This gene is preferentially expressed in brain. Studies with transgenic mice overexpressing this gene suggest that this gene may be also involved in the regulation of non-rapid eye movement sleep. [provided by RefSeq, Jul 2008]"
174,MGP003941,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PTGES,9q34.3,9,PGES; MPGES; PIG12; PP102; PP1294; MGST-IV; MGST1L1; TP53I12; mPGES-1; MGST1-L1;,"The protein encoded by this gene is a glutathione-dependent prostaglandin E synthase. The expression of this gene has been shown to be induced by proinflammatory cytokine interleukin 1 beta (IL1B). Its expression can also be induced by tumor suppressor protein TP53, and may be involved in TP53 induced apoptosis. Knockout studies in mice suggest that this gene may contribute to the pathogenesis of collagen-induced arthritis and mediate acute pain during inflammatory responses. [provided by RefSeq, Jul 2008]"
175,MGP002520,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PTGIS,20q13.13,20,CYP8; PGIS; PTGI; CYP8A1;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. However, this protein is considered a member of the cytochrome P450 superfamily on the basis of sequence similarity rather than functional similarity. This endoplasmic reticulum membrane protein catalyzes the conversion of prostglandin H2 to prostacyclin (prostaglandin I2), a potent vasodilator and inhibitor of platelet aggregation. An imbalance of prostacyclin and its physiological antagonist thromboxane A2 contribute to the development of myocardial infarction, stroke, and atherosclerosis. [provided by RefSeq, Jul 2008]"
176,MGP002522,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PTGS1,9q32-q33.3,9,COX1; COX3; PHS1; PCOX1; PES-1; PGHS1; PTGHS; PGG/HS; PGHS-1;,"This is one of two genes encoding similar enzymes that catalyze the conversion of arachinodate to prostaglandin. The encoded protein regulates angiogenesis in endothelial cells, and is inhibited by nonsteroidal anti-inflammatory drugs such as aspirin. Based on its ability to function as both a cyclooxygenase and as a peroxidase, the encoded protein has been identified as a moonlighting protein. The protein may promote cell proliferation during tumor progression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]"
177,MGP002523,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PTGS2,1q25.2-q25.3,1,COX2; COX-2; PHS-2; PGG/HS; PGHS-2; hCox-2; GRIPGHS;,"Prostaglandin-endoperoxide synthase (PTGS), also known as cyclooxygenase, is the key enzyme in prostaglandin biosynthesis, and acts both as a dioxygenase and as a peroxidase. There are two isozymes of PTGS: a constitutive PTGS1 and an inducible PTGS2, which differ in their regulation of expression and tissue distribution. This gene encodes the inducible isozyme. It is regulated by specific stimulatory events, suggesting that it is responsible for the prostanoid biosynthesis involved in inflammation and mitogenesis. [provided by RefSeq, Feb 2009]"
178,MGP003077,http://www.genenames.org/cgi-bin/gene_symbol_report?match=TBXAS1,7q34-q35,7,TS; TXS; CYP5; THAS; TXAS; CYP5A1; GHOSAL; BDPLT14;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. However, this protein is considered a member of the cytochrome P450 superfamily on the basis of sequence similarity rather than functional similarity. This endoplasmic reticulum membrane protein catalyzes the conversion of prostglandin H2 to thromboxane A2, a potent vasoconstrictor and inducer of platelet aggregation. The enzyme plays a role in several pathophysiological processes including hemostasis, cardiovascular disease, and stroke. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]"
179,MGP003635,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ALDH4A1,1p36,1,P5CD; ALDH4; P5CDh;,"This protein belongs to the aldehyde dehydrogenase family of proteins. This enzyme is a mitochondrial matrix NAD-dependent dehydrogenase which catalyzes the second step of the proline degradation pathway, converting pyrroline-5-carboxylate to glutamate. Deficiency of this enzyme is associated with type II hyperprolinemia, an autosomal recessive disorder characterized by accumulation of delta-1-pyrroline-5-carboxylate (P5C) and proline. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jun 2009]"
180,MGP000195,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ARG1,6q23,6,,"Arginase catalyzes the hydrolysis of arginine to ornithine and urea. At least two isoforms of mammalian arginase exist (types I and II) which differ in their tissue distribution, subcellular localization, immunologic crossreactivity and physiologic function. The type I isoform encoded by this gene, is a cytosolic enzyme and expressed predominantly in the liver as a component of the urea cycle. Inherited deficiency of this enzyme results in argininemia, an autosomal recessive disorder characterized by hyperammonemia. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]"
181,MGP000223,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ASL,7q11.21,7,ASAL;,"This gene encodes a member of the lyase 1 family. The encoded protein forms a cytosolic homotetramer and primarily catalyzes the reversible hydrolytic cleavage of argininosuccinate into arginine and fumarate, an essential step in the liver in detoxifying ammonia via the urea cycle. Mutations in this gene result in the autosomal recessive disorder argininosuccinic aciduria, or argininosuccinic acid lyase deficiency. A nontranscribed pseudogene is also located on the long arm of chromosome 22. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]"
182,MGP000227,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ASS1,9q34.1,9,ASS; CTLN1;,"The protein encoded by this gene catalyzes the penultimate step of the arginine biosynthetic pathway. There are approximately 10 to 14 copies of this gene including the pseudogenes scattered across the human genome, among which the one located on chromosome 9 appears to be the only functional gene for argininosuccinate synthetase. Mutations in the chromosome 9 copy of this gene cause citrullinemia. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Aug 2012]"
183,MGP000566,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CKB,14q32,14,BCK; B-CK; CKBB; HEL-211; HEL-S-29;,"The protein encoded by this gene is a cytoplasmic enzyme involved in energy homeostasis. The encoded protein reversibly catalyzes the transfer of phosphate between ATP and various phosphogens such as creatine phosphate. It acts as a homodimer in brain as well as in other tissues, and as a heterodimer with a similar muscle isozyme in heart. The encoded protein is a member of the ATP:guanido phosphotransferase protein family. A pseudogene of this gene has been characterized. [provided by RefSeq, Jul 2008]"
184,MGP000671,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CPS1,2q35,2,PHN; CPSASE1;,"The mitochondrial enzyme encoded by this gene catalyzes synthesis of carbamoyl phosphate from ammonia and bicarbonate. This reaction is the first committed step of the urea cycle, which is important in the removal of excess urea from cells. The encoded protein may also represent a core mitochondrial nucleoid protein. Three transcript variants encoding different isoforms have been found for this gene. The shortest isoform may not be localized to the mitochondrion. Mutations in this gene have been associated with carbamoyl phosphate synthetase deficiency, susceptibility to persistent pulmonary hypertension, and susceptibility to venoocclusive disease after bone marrow transplantation.[provided by RefSeq, May 2010]"
185,MGP000786,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DAO,12q24,12,DAAO; OXDA; DAMOX;,"This gene encodes the peroxisomal enzyme D-amino acid oxidase. The enzyme is a flavoprotein which uses flavin adenine dinucleotide (FAD) as its prosthetic group. Its substrates include a wide variety of D-amino acids, but it is inactive on the naturally occurring L-amino acids. Its biological function is not known; it may act as a detoxifying agent which removes D-amino acids that accumulate during aging. In mice, it degrades D-serine, a co-agonist of the NMDA receptor. This gene may play a role in the pathophysiology of schizophrenia. [provided by RefSeq, Jul 2008]"
186,MGP000975,http://www.genenames.org/cgi-bin/gene_symbol_report?match=EPRS,1q41,1,EARS; PARS; QARS; QPRS; PIG32; GLUPRORS;,"Aminoacyl-tRNA synthetases are a class of enzymes that charge tRNAs with their cognate amino acids. The protein encoded by this gene is a multifunctional aminoacyl-tRNA synthetase that catalyzes the aminoacylation of glutamic acid and proline tRNA species. Alternative splicing has been observed for this gene, but the full-length nature and biological validity of the variant have not been determined. [provided by RefSeq, Jul 2008]"
187,MGP001154,http://www.genenames.org/cgi-bin/gene_symbol_report?match=GAMT,19p13.3,19,PIG2; CCDS2; TP53I2; HEL-S-20;,"The protein encoded by this gene is a methyltransferase that converts guanidoacetate to creatine, using S-adenosylmethionine as the methyl donor. Defects in this gene have been implicated in neurologic syndromes and muscular hypotonia, probably due to creatine deficiency and accumulation of guanidinoacetate in the brain of affected individuals. Two transcript variants encoding different isoforms have been described for this gene. Pseudogenes of this gene are found on chromosomes 2 and 13. [provided by RefSeq, Feb 2012]"
